CNPJ,Loja,Segmento,GN,Feirao,Comercial,Estoque,Faixa_Estoque,Ultima_Atualizacao,Faixa_Atualizacao,Status_Pgto,Tem_Credencial,Contato_Wpp,Contato_Email
48253062000131,BRASIL MOTORS,RevendaCarro,Rafael de lelis cordeiro silva,FEIRÃO SETEMBRO - M,Ludmila Martins,3,Até 5,29/08/2026,Até 15 dias,PAGA,Sim,Não,Não
48283181000137,EXCLUSIV MULTIMARCAS,Revenda Multimarcas,KAREN SABRINA NEVES DA SILVA,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Sim,Sim
48316872000190,RODRIGUES MARTINS VEICULOS LTDA,Revenda Multimarcas,SILVIO EURIPEDES CORREA JUNIOR,Feirão Pontual - Feirão Setembro,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
48326923000164,Compete Car Veiculos Ltda,Revenda Multimarcas,DHIULYA DA COSTA TORELLA,Feirão Pontual - 3 Feirões,Tatiane Silva,45,Até 50,28/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
48342963000108,DOUGLAS APARECIDO DE MELLO,RevendaCarro,Leandro Larsen Pignatari,FEIRÃO SETEMBRO - P,Luana Marques,55,Até 100,17/08/2026,Até 15 dias,AGUARDANDO_PAGAMENTO,Não,Não,Não
48347463000150,DREAM MOTOS,Revenda Multimarcas,JEFFERSON DA SILVA TENORIO,Feirão Pontual - 3 Feirões,Fernanda Souza,1,Até 5,19/06/2026,61 a 90 dias,PAGA,Sim,Sim,Sim
48363727000160,G A Veiculos,Revenda Multimarcas,Marinilda Martins costa e silva,Feirão Pontual - 3 Feirões,Fernanda Souza,7,Até 10,20/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
48394641000102,ESCALADA MULTIMARCAS LTDA,RevendaCarro,Wellington Emanoel Franco Resende,FEIRÃO SETEMBRO - G,Juliana Grande,18,Até 20,20/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
48418282000178,Lotus Racer,Revenda Multimarcas,Alexia de Oliveira Vilas Boas,Feirão Pontual - 3 Feirões,Juliana Grande,10,Até 10,27/08/2026,Até 15 dias,2 PARC ATRASO,Sim,Sim,Sim
48418597000115,MAXTER VEICULOS,RevendaCarro,MARCOS AZAMBUJA,2 FEIROES - P,,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
48465028000120,GUIMOTORS AUTOMOVEIS LTDA,RevendaCarro,Marcio Augusto Oliveira Pinto,FEIRÃO SETEMBRO - P,Juliana Grande,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Sim,Sim
48491810000114,Benevente Veículos,RevendaCarro,Luiz Felipe Lopes Machado Leite,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
48574794000123,JG MULTIMARCAS LTDA,Revenda Multimarcas,Willian Chagas Haueisen,Feirão Pontual - 3 Feirões,Gabriel Pereira,10,Até 10,31/07/2026,31 a 60 dias,PAGA,Sim,Sim,Sim
48576213000192,Verus Motors,RevendaCarro,Lucilaine Pericoco de Melo,FEIRÃO SETEMBRO - P,Andre Souza,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Sim,Sim
48584347000155,Ivel Multimarcas,Revenda Multimarcas,Felipe Ronchi,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
48648861000107,ABEL MAYCON AMARAL RAMOS LOPES LTDA,RevendaCarro,Joao Ricardo feitoza Araujo,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
48725075000166,JUGADI MULTIMARCAS,RevendaCarro,Tauan da Rosa Teixeira,FEIRÃO SETEMBRO - M,Gabriel Pereira,6,Até 10,23/07/2026,31 a 60 dias,PAGA,Sim,Não,Não
48751049000102,FH Veiculos,Revenda Multimarcas,EVERTON MATEUS MARCZINSKI,Feirão Pontual - Feirão Setembro,Gabriel Pereira,45,Até 50,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
48756041000139,DIRECTCAR SSA AUTOMOVEIS LTDA,RevendaCarro,Marcos Luis Freitas de Santana,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Sim,Sim
48818562000173,RIGONI AUTOMOVEIS,Revenda Multimarcas,Fabio Agnolet,Feirão Pontual - 3 Feirões,Ludmila Martins,15,Até 20,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
48820123000103,SIDINHO VEICULOS,RevendaCarro,elisangela silva gomes,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
48899145000100,NEW MOTORS LTDA,RevendaCarro,João Victor Resende Silva,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
48905933000154,FACCO MOTORS,RevendaCarro,PEDRO PAULO ALVES TEIXEIRA,FEIRÃO SETEMBRO - P,Juliana Grande,30,Até 30,18/08/2026,Até 15 dias,PAGA,Sim,Não,Não
48956414000115,K F MOTORS LTDA,Revenda Multimarcas,Carlos Roberto Machado La Rocca,Feirão Pontual - Feirão Setembro,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
48962453000125,Dnl corretora de veiculos,RevendaCarro,João Victor da Silva torres,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
48983053000104,AUTO REY MULTIMARCAS,Revenda Multimarcas,Poliane Lopes de Souza Penido,Feirão Pontual - 3 Feirões,Ludmila Martins,53,Até 100,29/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
49084301000130,Ze Ronaldo Multimarcas,RevendaCarro,Helder Moreira Costa,FEIRÃO SETEMBRO - M,Juliana Grande,12,Até 20,16/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
49091741000114,MUSTANG MULTIMARCAS LTDA,RevendaCarro,MARCOS ROBERTO OLIVEIRA DA SILVA,FEIRÃO SETEMBRO - P,Luana Marques,23,Até 30,14/08/2026,Até 30 dias,PAGA,Sim,Não,Não
49183331000101,AUTO BOA VISTA,RevendaCarro,carolina jardim rocha araujo,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
49252686000105,Megapátio,Revenda Multimarcas,Hugo César Santos Pereira,Feirão Pontual - Feirão Setembro,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
49266527000151,AutoDelas Automóveis,Revenda Multimarcas,Fernanda Meinchein da Silva Pinheiro,Feirão Pontual - 3 Feirões,Gabriel Pereira,114,Acima 101,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
49273699000152,HG VEICULOS LTDA/HG VEICULOS,RevendaCarro,EDGARD TAVARES DE SOUZA JUNIOR,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
49316465000145,ALLURE COMÉRCIO DE VEÍCULOS LTDA,Revenda Multimarcas,Iann Gabriel Moreira de Souza,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,28/05/2026,Acima de 90 dias,4 PARC ATRASO,Não,Não,Não
4933087000100,JLM Automóveis,Revenda Multimarcas,Willian Monteiro Marcelino,Feirão Pontual - 3 Feirões,Gabriel Pereira,54,Até 100,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
49339733000144,Alencar Veículos Ltda,RevendaCarro,Marinilda Martins costa e silva,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
49401200000145,JUNIOR & GROSSI - COMERCIO DE VEICULOS LTDA / D'ANGELOS VEICULOS,RevendaCarro,ANA LIDIA AQUINO PELEGRINI,FEIRÃO SETEMBRO - M,Andre Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
49440445000181,Magoo comércio de veículos ltda,ConcessionariaMoto,Lucilene Cristina da Silva Rodrigues,FEIRÃO SETEMBRO - M,Luana Marques,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
49476916000101,DIORGYTON VEICULOS LTDA,Revenda Multimarcas,ALISON KODI HIRATA,Feirão Pontual - 3 Feirões,Ruana Figueroa,10,Até 10,21/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
49479883000153,CARVAK MULTIMARCAS LTDA,RevendaCarro,Guilherme Ferreira Miranda,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,27/10/2025,Acima de 90 dias,PAGA,Sim,Sim,Sim
49533402000140,GONCALVES E CARVALHOS VEICULOS LTDA,Revenda Multimarcas,ELISIA NATALY LIMA MARTINS BARROS,Feirão Pontual - 3 Feirões,Fernanda Souza,10,Até 10,20/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
49548078000134,GUILHERME BOAVENTURA CARNEIRO CPF 01709611685 / DOM MOTOS,RevendaMoto,Nathalia Silva Rocha,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
49597918000159,LVARGAS AUTOMOVEIS LTDA,Revenda Multimarcas,Diego de Moraes Subtil,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
49611168000122,JFERREIRA VEICULOS LTDA,RevendaCarro,Alexia de Oliveira Vilas Boas,FEIRÃO SETEMBRO - P,Juliana Grande,7,Até 10,31/08/2026,Até 15 dias,PAGA,Não,Não,Não
49624090000180,Br Veiculos,RevendaCarro,carolina jardim rocha araujo,FEIRÃO SETEMBRO - P,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
49644561000112,JHONATAN PEDRO,RevendaCarro,KRYSLAISA FONSECA FERRO,2 FEIROES - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
49698480000103,DEDE AUTOMOVEIS LTDA.,Revenda Multimarcas,Karen Sabrina Neves da Silva,Feirão Pontual - 3 Feirões,Ludmila Martins,6,Até 10,27/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
49700136000101,Rio Tury Veículos,RevendaCarro,04911228377,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
4971873000100,COMERCIAL JEREMIAS DE VEICULOS LTDA,Revenda Multimarcas,ELISIA NATALY LIMA MARTINS BARROS,Feirão Pontual - 3 Feirões,Fernanda Souza,23,Até 30,24/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
49797204000194,METANOIA AUTOMOVEIS LTDA,Revenda Multimarcas,CLEVINA SANTOS MELO,Feirão Pontual - 3 Feirões,Fernanda Souza,23,Até 30,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
49831056000187,RD COMERCIO DE VEICULOS LTDA,RevendaCarro,ALAN DA SILVA MOURA,FEIRÃO SETEMBRO - M,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
49876189000170,RAINERIO HERBERT FACANHA VEICULOS LTDA,RevendaCarro,jonathas da silva andrade,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,01/04/2024,Acima de 90 dias,PENDENTE_ACEITE,Não,Não,Não
49916720000190,Primeiro Andar Multimarcas,RevendaCarro,Rodrigo Perelli,FEIRÃO SETEMBRO - P,Luana Marques,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
49962422000137,SANTOS COMERCIO DE VEICULOS LTDA,RevendaCarro,Raul lincoln de mello euzebio,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
49974700000176,L F VEICULOS MULTIMARCAS LTDA,RevendaCarro,Matheus William do Prado,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Sim,Sim,Sim
49975744000110,gaucho automoveis,Revenda Multimarcas,eduardo ferreira chagas,Feirão Pontual - 3 Feirões,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
49977124000110,PRIME TRUCK S CAMINHOES E PRESTACAO DE SERVICO LTDA,RevendaCarro,Nathália pinheiro Alexandrino,FEIRÃO SETEMBRO - P,Juliana Grande,73,Até 100,31/08/2026,Até 15 dias,PAGA,Não,Não,Não
4998497000130,ACHEI VEICULOS LTDA,Revenda Multimarcas,SILVIO EURIPEDES CORREA JUNIOR,Feirão Pontual - Feirão Setembro,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
49995510000135,FAMILIA VEICULOS AUTOMOVEIS LTDA,Revenda Multimarcas,carolina jardim rocha araujo,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
49998225000178,H2 PRIME MOTORS LTDA,RevendaCarro,Waldenice Batista Torres do Nascimento,FEIRÃO SETEMBRO - M,Fernanda Souza,5,Até 5,03/08/2026,Até 30 dias,PAGA,Sim,Não,Não
50008859000115,DEVID VEICULOS LTDA,RevendaCarro,ROBERTO CESAR NICOLAU ARBEX,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
50040127000102,VIANA MOTORS,Revenda Multimarcas,CAMILA DA SILVA RAMIRES,Feirão Pontual - 2 Feirões,Bruna de Paula,14,Até 20,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
50056793000139,FEIRAOBH COMERCIO DE VEICULOS LTDA,Revenda Multimarcas,Karen Sabrina Neves da Silva,Feirão Pontual - 3 Feirões,Ludmila Martins,12,Até 20,07/05/2026,Acima de 90 dias,2 PARC ATRASO,Sim,Sim,Sim
50141760000197,LEAL MOTORS COMERCIO DE VEICULOS LTDA,RevendaCarro,vinicius rosi garcia thereza,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
50186571000130,CARVALHO COIMBRA VEICULOS LTDA,RevendaCarro,Ederson Jorge de Carvalho,FEIRÃO SETEMBRO - M,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
50186699000102,Astori Cars LTDA,RevendaCarro,Angelica Santarosa,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
50187846000150,AFA MOTORS,Concessionária,CYNTHIA FERNANDES MOURA,Feirão Pontual - 3 Feirões,Gabriel Pereira,31,Até 50,29/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
50231776000190,CZ VEICULOS LTDA,RevendaCarro,Anderval junior moraes,FEIRÃO SETEMBRO - P,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
50254006000163,stop car multimarcas,RevendaCarro,Eduardo Bittencourt,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
50295717000186,Auto Flex,RevendaCarro,Marcos Luis Freitas de Santana,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
50309808000123,GARAJÃO 279 MULTIMARCAS LTDA,RevendaCarro,DANIEL EPAMINONDAS  LOPES MARTINS,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
50358519000114,WIGGERS MULTIMARCAS LTDA,RevendaCarro,Hemilly Marcon Nunes de Stefani,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
50380059000120,GS MOTORS LTDA,Revenda Multimarcas,Danilo de Lima Rodrigues,Feirão Pontual - 3 Feirões,Tatiane Silva,0,Sem Estoque,15/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
50389079000162,GERO REVENDA DE VEICULOS LTDA,RevendaCarro,Pablo Leonardo Oliveira Cazotti,FEIRÃO SETEMBRO - M,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Não,Não,Não
50451636000128,LNR Veiculos,Revenda Multimarcas,Jhenifer Welter,Feirão Pontual - Feirão Setembro,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
50454490000174,IMPACTO AUTOMOVEIS,RevendaCarro,Edivaldo Alves Ferreira de Sousa,FEIRÃO SETEMBRO - M,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
50544851000173,THANK GOD MULTIMARCAS LTDA,Revenda Multimarcas,Willian Desan dos Santos,Feirão Pontual - 3 Feirões,Luana Marques,0,Sem Estoque,11/06/2026,61 a 90 dias,4 PARC ATRASO,Não,Não,Não
50610821000118,ATX EMPREENDIMENTOS LTDA,RevendaCarro,VANESSA CARVALHO SOARES,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
50618694000101,LEO CAR MULTIMARCAS,Revenda Multimarcas,jefferson soares da silva monteiro,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,AGUARDANDO_PAGAMENTO,Sim,Sim,Sim
50637283000155,JEF COMÉRCIO DE VEÍCULOS LTDA,Revenda Multimarcas,Francielle Cisenski,Feirão Pontual - 3 Feirões,Gabriel Pereira,10,Até 10,14/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
50637684000105,Flavio Autos LTDA,Revenda Multimarcas,Francielle Cisenski,Feirão Pontual - 3 Feirões,Gabriel Pereira,15,Até 20,28/08/2026,Até 15 dias,2 PARC ATRASO,Sim,Não,Não
50639919000106,L A SERVIÇOS AUTOMOTIVOS LTDA,RevendaCarro,JANAINA SILVA DE ALMEIDA DINIZ,FEIRÃO SETEMBRO - M,Andre Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Sim,Sim
50729050000182,Sertão veículos Ltda,RevendaCarro,Shirlley Blair Sousa Araújo,FEIRÃO SETEMBRO - P,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
50762577000109,Realize Automóveis LTDA,Revenda Multimarcas,CASSIO SOUZA DE AQUINO,Feirão Pontual - Feirão Setembro,Tatiane Silva,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
50782008000125,VYNI MOTORS COMERCIO DE VEICULOS LTDA,RevendaCarro,emanuelle machi da costa,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
50799079000130,MAXIAUTO MULTIMARCAS,Revenda Multimarcas,Júlio César Alvarenga Pereira,Feirão Pontual - 3 Feirões,Andre Souza,18,Até 20,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
50801183000112,FPJ MULTIMARCAS COMERCIO DE VEICULOS LTDA,RevendaCarro,KAREN MILENE MAIA BRESSAN,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
50803946000164,IMPERIAL VEICULOS,Revenda Multimarcas,JOAO PEDRO DE BRITO SOUZA,Feirão Pontual - 3 Feirões,,23,Até 30,25/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
50870102000136,Sam Car,Revenda Multimarcas,Marcos Luís Freitas de Santana,Feirão Pontual - 3 Feirões,Fernanda Souza,57,Até 100,30/08/2026,Até 15 dias,1 PARC ATRASO,Sim,Sim,Sim
5095238000161,HOLANDA VEICULOS LTDA,RevendaCarro,Jorge Reda Hachem,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,19/04/2022,Acima de 90 dias,PAGA,Sim,Não,Não
51007188000130,LUÍS ALVES CERQUEIRA NETO LTDA,Revenda Multimarcas,SIDNEI MIRANDA DE SOUSA,Feirão Pontual - 3 Feirões,Fernanda Souza,21,Até 30,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
51026580000127,Camargo Motors,Revenda Multimarcas,Willian Chagas Haueisen,Feirão Pontual - 3 Feirões,Gabriel Pereira,15,Até 20,29/08/2026,Até 15 dias,1 PARC ATRASO,Não,Não,Não
51059355000197,DRIVEMAIS LOCACAO DE VEICULOS LTDA,RevendaCarro,Evandro Fernando Machado Marczinski,FEIRÃO SETEMBRO - M,Gabriel Pereira,14,Até 20,31/08/2026,Até 15 dias,PAGA,Sim,Não,Não
51066296000184,Rocan,RevendaCarro,Tayana Regina da Silva Martins,FEIRÃO SETEMBRO - P,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Não,Não
51070785000100,Padrão automóveis comércio de veículos ltda,Revenda Multimarcas,Clevina Santos melo,Feirão Pontual - 3 Feirões,Fernanda Souza,8,Até 10,18/10/2025,Acima de 90 dias,PAGA,Sim,Sim,Sim
51071507000177,E A DE CASTRO LTDA,RevendaCarro,VANESSA DAIANE DE OLIVEIRA,FEIRÃO SETEMBRO - M,Lucynara Ochiai,17,Até 20,15/08/2026,Até 30 dias,PAGA,Sim,Não,Não
51158786000100,DCAR MULTIMARCAS,RevendaCarro,Camila Ramires,FEIRÃO SETEMBRO - P,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
51169246000122,Shoppcar Multimarcas Ltda,Revenda Multimarcas,Luanna Caroline Milbratz,Feirão Pontual - 3 Feirões,Gabriel Pereira,22,Até 30,31/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
51179146000187,K2 MULTIMARCAS,Revenda Multimarcas,Jhenifer Mendes Welter,Feirão Pontual - 3 Feirões,Tatiane Silva,2,Até 5,29/06/2026,61 a 90 dias,PAGA,Sim,Sim,Sim
51267116000122,PARCEIRÃO VEICULOS,RevendaCarro,MARCOS AZAMBUJA,FEIRÃO SETEMBRO - P,,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
51383724000100,Savena Comércio de Veículos LTDA,Revenda Multimarcas,Marcos Luís Freitas de Santana,Feirão Pontual - 3 Feirões,Fernanda Souza,0,Sem Estoque,28/11/2025,Acima de 90 dias,PAGA,Sim,Sim,Sim
51398091000104,HEY VEICULOS,RevendaCarro,CRISTINA ADACHESKI,FEIRÃO SETEMBRO - M,Lucynara Ochiai,0,Sem Estoque,,Nunca atualizou,PAGA,Não,Não,Não
51420652000116,JF CAR VEICULOS COMERCIO DE CARROS E MOTOS LTDA,Revenda Multimarcas,Cinthya Wallenska Castro Cunha de Moura,Feirão Pontual - 3 Feirões,Ruana Figueroa,19,Até 20,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
5142852000137,IDEAL VEICULOS LTDA,Revenda Multimarcas,VILMAR SOBCSIK,Feirão Pontual - Feirão Setembro,Gabriel Pereira,351,Acima 101,11/08/2026,Até 30 dias,PAGA,Sim,Não,Não
51493754000161,Extra Automoveis,Revenda Multimarcas,CARLOS DAVID PEREIRA MENDONCA,Feirão Pontual - 3 Feirões,Fernanda Souza,5,Até 5,18/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
51500381000109,Rlima,RevendaCarro,Natália barbosa Bastos,FEIRÃO SETEMBRO - M,Juliana Grande,0,Sem Estoque,,Nunca atualizou,PENDENTE_ACEITE,Não,Sim,Sim
5167346000100,M.N. COMERCIO DE AUTOMOVEIS LTDA,RevendaCarro,Luciana xavier,FEIRÃO SETEMBRO - M,Juliana Grande,27,Até 30,28/08/2026,Até 15 dias,PAGA,Sim,Não,Não
51691214000192,ELITE MOTORS,Revenda Multimarcas,Patricia Bilhalva,Feirão Pontual - Feirão Setembro,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
51695936000115,REN9VE AUTOS,Revenda Multimarcas,Iann Gabriel Moreira de Souza,Feirão Pontual - 3 Feirões,Fernanda Souza,28,Até 30,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
51708616000152,Via Vip Motors Comercio e Consignacao de Veiculos Ltda,Revenda Multimarcas,Marcello Lima de Mello,Feirão Pontual - Feirão Setembro,Gabriel Pereira,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
51717751000164,W&S MULTIMARCAS LTDA,Revenda Multimarcas,Eduardo Bittencourt,Feirão Pontual - 3 Feirões,Gabriel Pereira,12,Até 20,13/08/2026,Até 30 dias,PAGA,Sim,Sim,Sim
51768932000110,Auto Mania (Detalhe Assessoria em Nogocios Ltda),Revenda Multimarcas,Lucilene Rodrigues,Feirão Pontual - 3 Feirões,Luana Marques,0,Sem Estoque,14/08/2026,Até 30 dias,2 PARC ATRASO,Sim,Não,Não
51779230000131,SAO JOAO AUTOMOVEIS LTDA,Revenda Multimarcas,Ana Maria Walfredo Neves,Feirão Pontual - 3 Feirões,Fernanda Souza,4,Até 5,14/05/2026,Acima de 90 dias,2 PARC ATRASO,Sim,Não,Não
51795568000268,MA COMERCIO,RevendaCarro,RENATA LOPES,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
51797995000102,GRACIOSA VEICULOS LTDA,RevendaCarro,guilherme grochau de oliveira,FEIRÃO SETEMBRO - M,Lucynara Ochiai,33,Até 50,26/08/2026,Até 15 dias,PAGA,Não,Não,Não
51866837000159,Alvorada Multimarcas,Revenda Multimarcas,Jose Eduardo Rosa Costa,Feirão Pontual - 3 Feirões,Andre Souza,11,Até 20,27/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
51921498000166,BR Garagem Automóveis,Revenda Multimarcas,Roberta Cascaes,Feirão Pontual - 3 Feirões,Gabriel Pereira,0,Sem Estoque,12/05/2026,Acima de 90 dias,PAGA,Sim,Sim,Sim
51973242000100,vila nova veiculos ltda,RevendaCarro,José Floriano da Costa neto,FEIRÃO SETEMBRO - P,Fernanda Souza,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
51989800000118,URUGUAI AUTOMOVEIS LTDA,Revenda Multimarcas,VILMAR SOBCSIK,Feirão Pontual - Feirão Setembro,Gabriel Pereira,1,Até 5,18/05/2026,Acima de 90 dias,PAGA,Sim,Não,Não
52012474000157,L.C de Ávila,RevendaCarro,Patrícia Bilhalva de Oliveira,FEIRÃO SETEMBRO - P,Bruna de Paula,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
52043972000167,AUTO DRIVE,Revenda Multimarcas,Carolina jardim Rocha Araújo,Feirão Pontual - Feirão Setembro,Ludmila Martins,20,Até 20,21/08/2026,Até 15 dias,PAGA,Sim,Não,Não
52095143000128,CDJ AUTOMÓVEIS LTDA,Revenda Multimarcas,Everton Mateus Marczinski,Feirão Pontual - 3 Feirões,Gabriel Pereira,26,Até 30,29/08/2026,Até 15 dias,PAGA,Sim,Sim,Sim
52096253000104,XRP,Revenda Multimarcas,THIAGO ROMERO SOARES Dantas,Feirão Pontual - 3 Feirões,Ruana Figueroa,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Sim,Sim
52144905000139,THADEU VEICULOS,Revenda Multimarcas,Juliana Nogueira Lemos Gomes,Feirão Pontual - Feirão Setembro,Ludmila Martins,0,Sem Estoque,,Nunca atualizou,PAGA,Sim,Não,Não
